Hora,No,Vibracion,Lugar
16:11:15,3300,7.812,pavimento
16:11:15,3301,5.068,pavimento
16:11:15,3302,1.115,pavimento
16:11:15,3303,5.223,pavimento
16:11:17,3304,7.17,pavimento
16:11:17,3305,11.17,pavimento
16:11:17,3306,5.189,pavimento
16:11:18,3307,5.794,pavimento
16:11:18,3308,7.584,pavimento
16:11:18,3309,15.88,pavimento
16:11:18,3310,6.238,pavimento
16:11:18,3311,8.525,pavimento
16:11:18,3312,4.272,pavimento
16:11:18,3313,5.724,pavimento
16:11:18,3314,4.236,pavimento
16:11:18,3315,7.481,pavimento
16:11:18,3316,16.02,pavimento
16:11:18,3317,16.58,pavimento
16:11:18,3318,4.329,pavimento
16:11:18,3319,5.126,pavimento
16:11:18,3320,7.939,pavimento
16:11:18,3321,7.961,pavimento
16:11:18,3322,3.812,pavimento
16:11:18,3323,2.717,pavimento
16:11:18,3324,18.98,pavimento
16:11:18,3325,11.57,pavimento
16:11:18,3326,8.409,pavimento
16:11:18,3327,7.217,pavimento
16:11:18,3328,9.699,pavimento
16:11:18,3329,2.686,pavimento
16:11:18,3330,3.309,pavimento
16:11:19,3331,15.77,pavimento
16:11:19,3332,8.678,pavimento
16:11:19,3333,15.38,pavimento
16:11:19,3334,8.48,pavimento
16:11:19,3335,10.86,pavimento
16:11:19,3336,6.309,pavimento
16:11:19,3337,10.08,pavimento
16:11:19,3338,13.7,pavimento
16:11:19,3339,2.602,pavimento
16:11:19,3340,11.32,pavimento
16:11:19,3341,9.458,pavimento
16:11:19,3342,11.13,pavimento
16:11:19,3343,17.12,pavimento
16:11:19,3344,15.81,pavimento
16:11:19,3345,8.026,pavimento
16:11:19,3346,4.216,pavimento
16:11:19,3347,9.658,pavimento
16:11:19,3348,5.608,pavimento
16:11:19,3349,9.036,pavimento
16:11:19,3350,7.393,pavimento
16:11:19,3351,2.706,pavimento
16:11:19,3352,3.157,pavimento
16:11:20,3353,4.199,pavimento
16:11:20,3354,9.135,pavimento
16:11:20,3355,15.59,pavimento
16:11:20,3356,14.32,pavimento
16:11:20,3357,11.61,pavimento
16:11:20,3358,7.802,pavimento
16:11:20,3359,12.88,pavimento
16:11:20,3360,6.297,pavimento
16:11:20,3361,4.816,pavimento
16:11:20,3362,9.457,pavimento
16:11:20,3363,6.963,pavimento
16:11:21,3364,8.653,pavimento
16:11:21,3365,8.872,pavimento
16:11:21,3366,15.51,pavimento
16:11:21,3367,12.13,pavimento
16:11:21,3368,12.36,pavimento
16:11:21,3369,12.82,pavimento
16:11:21,3370,7.439,pavimento
16:11:21,3371,11.41,pavimento
16:11:21,3372,13.45,pavimento
16:11:21,3373,5.738,pavimento
16:11:21,3374,6.292,pavimento
16:11:22,3375,17.56,pavimento
16:11:22,3376,8.384,pavimento
16:11:22,3377,6.546,pavimento
16:11:22,3378,9.83,pavimento
16:11:22,3379,3.883,pavimento
16:11:22,3380,7.929,pavimento
16:11:22,3381,8.133,pavimento
16:11:22,3382,15.67,pavimento
16:11:22,3383,13.99,pavimento
16:11:22,3384,2.581,pavimento
16:11:22,3385,8.731,pavimento
16:11:22,3386,9.132,pavimento
16:11:25,3387,7.198,pavimento
16:11:25,3388,11.71,pavimento
16:11:25,3389,9.677,pavimento
16:11:25,3390,15.9,pavimento
16:11:25,3391,3.506,pavimento
16:11:25,3392,12.72,pavimento
16:11:25,3393,6.654,pavimento
16:11:25,3394,12.01,pavimento
16:11:25,3395,19.63,pavimento
16:11:25,3396,16.67,pavimento
16:11:25,3397,6.331,pavimento
16:11:25,3398,11.15,pavimento
16:11:25,3399,17.52,pavimento
16:11:25,3400,8.58,pavimento
16:11:25,3401,5.796,pavimento
16:11:25,3402,13.33,pavimento
16:11:25,3403,3.129,pavimento
16:11:25,3404,10.05,pavimento
16:11:25,3405,11.06,pavimento
16:11:25,3406,17.18,pavimento
16:11:25,3407,12.21,pavimento
16:11:25,3408,9.085,pavimento
16:11:25,3409,4.782,pavimento
16:11:25,3410,5.261,pavimento
16:11:25,3411,11.69,pavimento
16:11:25,3412,6.929,pavimento
16:11:25,3413,1.94,pavimento
16:11:26,3414,6.25,pavimento
16:11:26,3415,9.944,pavimento
16:11:26,3416,2.804,pavimento
16:11:26,3417,6.297,pavimento
16:11:26,3418,10.17,pavimento
16:11:26,3419,15.22,pavimento
16:11:26,3420,16.5,pavimento
16:11:26,3421,14.8,pavimento
16:11:26,3422,4.104,pavimento
16:11:26,3423,12.91,pavimento
16:11:26,3424,16.06,pavimento
16:11:26,3425,5.074,pavimento
16:11:26,3426,8.411,pavimento
16:11:26,3427,2.167,pavimento
16:11:26,3428,9.548,pavimento
16:11:26,3429,5.459,pavimento
16:11:26,3430,6.295,pavimento
16:11:26,3431,13.34,pavimento
16:11:29,3432,10.37,pavimento
16:11:29,3433,9.725,pavimento
16:11:29,3434,8.219,pavimento
16:11:29,3435,14.85,pavimento
16:11:29,3436,10.56,pavimento
16:11:29,3437,6.58,pavimento
16:11:29,3438,11.38,pavimento
16:11:29,3439,13.03,pavimento
16:11:29,3440,3.599,pavimento
16:11:29,3441,10.05,pavimento
16:11:29,3442,11.23,pavimento
16:11:29,3443,8.297,pavimento
16:11:29,3444,14.46,pavimento
16:11:29,3445,4.959,pavimento
16:11:29,3446,8.031,pavimento
16:11:29,3447,1.792,pavimento
16:11:29,3448,8.089,pavimento
16:11:29,3449,10.51,pavimento
16:11:29,3450,7.489,pavimento
16:11:29,3451,6.041,pavimento
16:11:29,3452,6.184,pavimento
16:11:29,3453,22.61,pavimento
16:11:29,3454,26.91,pavimento
16:11:29,3455,6.47,pavimento
16:11:29,3456,11.19,pavimento
16:11:29,3457,7.742,pavimento
16:11:29,3458,10.21,pavimento
16:11:29,3459,11.48,pavimento
16:11:29,3460,7.391,pavimento
16:11:29,3461,7.596,pavimento
16:11:29,3462,7.553,pavimento
16:11:29,3463,6.139,pavimento
16:11:29,3464,4.805,pavimento
16:11:29,3465,13.69,pavimento
16:11:30,3466,6.615,pavimento
16:11:31,3467,2.424,pavimento
16:11:31,3468,15.93,pavimento
16:11:31,3469,9.729,pavimento
16:11:31,3470,15.21,pavimento
16:11:31,3471,6.408,pavimento
16:11:31,3472,1.434,pavimento
16:11:31,3473,7.844,pavimento
16:11:31,3474,13.75,pavimento
16:11:31,3475,10.53,pavimento
16:11:31,3476,4.006,pavimento
16:11:31,3477,17.15,pavimento
16:11:31,3478,10.29,pavimento
16:11:31,3479,8.989,pavimento
16:11:31,3480,5.218,pavimento
16:11:31,3481,16.25,pavimento
16:11:31,3482,7.636,pavimento
16:11:31,3483,13.19,pavimento
16:11:31,3484,5.004,pavimento
16:11:31,3485,6.329,pavimento
16:11:32,3486,12.82,pavimento
16:11:32,3487,11.55,pavimento
16:11:32,3488,4.425,pavimento
16:11:32,3489,15.88,pavimento
16:11:32,3490,9.216,pavimento
16:11:32,3491,14.63,pavimento
16:11:33,3492,5.944,pavimento
16:11:38,3493,6.844,pavimento
16:11:38,3494,18.79,pavimento
16:11:38,3495,6.337,pavimento
16:11:38,3496,5.122,pavimento
16:11:38,3497,8.193,pavimento
16:11:38,3498,7.963,pavimento
16:11:38,3499,3.283,pavimento
16:11:38,3500,12.99,pavimento
16:11:38,3501,9.772,pavimento
16:11:38,3502,3.42,pavimento
16:11:38,3503,10.89,pavimento
16:11:38,3504,6.419,pavimento
16:11:38,3505,10.75,pavimento
16:11:38,3506,12,pavimento
16:11:38,3507,7.449,pavimento
16:11:38,3508,15.23,pavimento
16:11:38,3509,12.41,pavimento
16:11:38,3510,16.26,pavimento
16:11:38,3511,16.3,pavimento
16:11:38,3512,8.13,pavimento
16:11:39,3513,15.43,pavimento
16:11:39,3514,2.08,pavimento
16:11:39,3515,4.302,pavimento
16:11:39,3516,2.777,pavimento
16:11:39,3517,18.12,pavimento
16:11:39,3518,12.76,pavimento
16:11:39,3519,3.358,pavimento
16:11:39,3520,10.56,pavimento
16:11:39,3521,7.649,pavimento
16:11:39,3522,5.736,pavimento
16:11:39,3523,13.13,pavimento
16:11:39,3524,14.25,pavimento
16:11:40,3525,6.024,pavimento
16:11:40,3526,5.216,pavimento
16:11:40,3527,6.572,pavimento
16:11:40,3528,4.668,pavimento
16:11:40,3529,7.593,pavimento
16:11:40,3530,5.049,pavimento
16:11:40,3531,5.334,pavimento
16:11:41,3532,13.28,pavimento
16:11:41,3533,6.042,pavimento
16:11:41,3534,7.684,pavimento
16:11:41,3535,9.038,pavimento
16:11:41,3536,16.45,pavimento
16:11:41,3537,9.809,pavimento
16:11:41,3538,5.653,pavimento
16:11:41,3539,2.244,pavimento
16:11:41,3540,6.835,pavimento
16:11:41,3541,2.026,pavimento
16:11:41,3542,8.088,pavimento
16:11:41,3543,10.18,pavimento
16:11:41,3544,1.937,pavimento
16:11:41,3545,8.927,pavimento
16:11:41,3546,8.521,pavimento
16:11:41,3547,3.059,pavimento
16:11:41,3548,8.404,pavimento
16:11:41,3549,0.762,pavimento
16:11:41,3550,9.379,pavimento
16:11:41,3551,14.28,pavimento
16:11:42,3552,16.71,pavimento
16:11:42,3553,3.787,pavimento
16:11:42,3554,9.894,pavimento
16:11:42,3555,8.691,pavimento
16:11:42,3556,2.41,pavimento
16:11:42,3557,11.61,pavimento
16:11:42,3558,8.712,pavimento
16:11:42,3559,14.06,pavimento
16:11:42,3560,13.6,pavimento
16:11:42,3561,11.37,pavimento
16:11:42,3562,2.131,pavimento
16:11:42,3563,14.29,pavimento
16:11:42,3564,6.475,pavimento
16:11:42,3565,8.75,pavimento
16:11:43,3566,0.257,pavimento
16:11:43,3567,8.097,pavimento
16:11:43,3568,3.996,pavimento
16:11:43,3569,8.688,pavimento
16:11:43,3570,10.51,pavimento
16:11:43,3571,10.72,pavimento
16:11:43,3572,6.665,pavimento
16:11:43,3573,8.626,pavimento
16:11:43,3574,8.53,pavimento
16:11:43,3575,9.108,pavimento
16:11:44,3576,17.28,pavimento
16:11:44,3577,6.849,pavimento
16:11:44,3578,10.14,pavimento
16:11:44,3579,6.957,pavimento
16:11:44,3580,0.83,pavimento
16:11:44,3581,8.499,pavimento
16:11:44,3582,18.06,pavimento
16:11:44,3583,3.495,pavimento
16:11:44,3584,10.18,pavimento
16:11:44,3585,11.34,pavimento
16:11:44,3586,6.059,pavimento
16:11:44,3587,8.668,pavimento
16:11:44,3588,1.558,pavimento
16:11:44,3589,13.26,pavimento
16:11:44,3590,0.539,pavimento
16:11:44,3591,9.344,pavimento
16:11:44,3592,15.2,pavimento
16:11:44,3593,6.42,pavimento
16:11:44,3594,8.869,pavimento
16:11:44,3595,1.946,pavimento
16:11:44,3596,7.224,pavimento
16:11:45,3597,6.969,pavimento
16:11:45,3598,8.931,pavimento
16:11:45,3599,3.605,pavimento
16:11:45,3600,6.398,pavimento
16:11:45,3601,8.461,pavimento
16:11:45,3602,6.639,pavimento
16:11:45,3603,6.998,pavimento
16:11:45,3604,7.239,pavimento
16:11:45,3605,10.88,pavimento
16:11:45,3606,17.35,pavimento
16:11:45,3607,12.93,pavimento
16:11:46,3608,6.352,pavimento
16:11:46,3609,13.12,pavimento
16:11:46,3610,1.97,pavimento
16:11:46,3611,14.19,pavimento
16:11:46,3612,6.272,pavimento
16:11:46,3613,6.14,pavimento
16:11:46,3614,14.29,pavimento
16:11:47,3615,4.307,pavimento
16:11:47,3616,15.67,pavimento
16:11:47,3617,5.921,pavimento
16:11:47,3618,21.89,pavimento
16:11:47,3619,10.91,pavimento
16:11:47,3620,20.94,pavimento
16:11:47,3621,11.86,pavimento
16:11:47,3622,14.42,pavimento
16:11:47,3623,14.2,pavimento
16:11:47,3624,10.84,pavimento
16:11:47,3625,10.2,pavimento
16:11:47,3626,7.444,pavimento
16:11:47,3627,8.897,pavimento
16:11:47,3628,15.38,pavimento
16:11:47,3629,10.06,pavimento
16:11:47,3630,11.49,pavimento
16:11:48,3631,17.16,pavimento
16:11:48,3632,8.644,pavimento
16:11:48,3633,9.197,pavimento
16:11:48,3634,12.6,pavimento
16:11:48,3635,3.64,pavimento
16:11:48,3636,9.877,pavimento
16:11:49,3637,1.701,pavimento
16:11:49,3638,14.3,pavimento
16:11:49,3639,13.25,pavimento
16:11:49,3640,9.07,pavimento
16:11:49,3641,5.825,pavimento
16:11:49,3642,7.699,pavimento
16:11:49,3643,5.915,pavimento
16:11:49,3644,12.37,pavimento
16:11:49,3645,11.15,pavimento
16:11:49,3646,9.986,pavimento
16:11:49,3647,6.557,pavimento
16:11:49,3648,11.96,pavimento
16:11:49,3649,7.352,pavimento
16:11:49,3650,7.675,pavimento
16:11:49,3651,6.038,pavimento
16:11:49,3652,1.378,pavimento
16:11:49,3653,3.02,pavimento
16:11:49,3654,6.398,pavimento
16:11:49,3655,6.484,pavimento
16:11:49,3656,8.568,pavimento
16:11:49,3657,9.801,pavimento
16:11:49,3658,10.57,pavimento
16:11:49,3659,1.54,pavimento
16:11:49,3660,3.721,pavimento
16:11:49,3661,5.693,pavimento
16:11:49,3662,6.435,pavimento
16:11:50,3663,7.154,pavimento
16:11:51,3664,7.568,pavimento
16:11:51,3665,11.01,pavimento
16:11:51,3666,6.536,pavimento
16:11:51,3667,8.097,pavimento
16:11:51,3668,2.966,pavimento
16:11:51,3669,7.857,pavimento
16:11:51,3670,15.37,pavimento
16:11:51,3671,4.061,pavimento
16:11:51,3672,8.362,pavimento
16:11:51,3673,8.36,pavimento
16:11:51,3674,6.7,pavimento
16:11:51,3675,4.494,pavimento
16:11:51,3676,13.71,pavimento
16:11:51,3677,5.016,pavimento
16:11:51,3678,8.584,pavimento
16:11:51,3679,11.25,pavimento
16:11:51,3680,7.937,pavimento
16:11:51,3681,5.223,pavimento
16:11:51,3682,5.991,pavimento
16:11:51,3683,5.393,pavimento
16:11:51,3684,8.572,pavimento
16:11:52,3685,8.095,pavimento
16:11:52,3686,2.726,pavimento
16:11:52,3687,5.558,pavimento
16:11:52,3688,8.591,pavimento
16:11:52,3689,6.755,pavimento
16:11:52,3690,4.746,pavimento
16:11:52,3691,11.19,pavimento
16:11:52,3692,3.858,pavimento
16:11:52,3693,6.029,pavimento
16:11:53,3694,4.679,pavimento
16:11:53,3695,2.526,pavimento
16:11:53,3696,8.856,pavimento
16:11:53,3697,3.979,pavimento
16:11:53,3698,4.95,pavimento
16:11:53,3699,9.569,pavimento
16:11:53,3700,8.544,pavimento
16:11:53,3701,0.995,pavimento
16:11:53,3702,5.264,pavimento
16:11:53,3703,8.72,pavimento
16:11:53,3704,7.556,pavimento
16:11:53,3705,6.69,pavimento
16:11:54,3706,9.185,pavimento
16:11:54,3707,9.344,pavimento
16:11:54,3708,17.22,pavimento
16:11:54,3709,5.847,pavimento
16:11:54,3710,1.871,pavimento
16:11:54,3711,8.164,pavimento
16:11:54,3712,2.444,pavimento
16:11:54,3713,3.188,pavimento
16:11:54,3714,12.35,pavimento
16:11:54,3715,1.795,pavimento
16:11:54,3716,6.952,pavimento
16:11:54,3717,7.773,pavimento
16:11:54,3718,9.027,pavimento
16:11:54,3719,9.031,pavimento
16:11:54,3720,6.561,pavimento
16:11:54,3721,9.082,pavimento
16:11:54,3722,4.941,pavimento
16:11:54,3723,9.052,pavimento
16:11:54,3724,16.45,pavimento
16:11:54,3725,8.06,pavimento
16:11:54,3726,17.4,pavimento
16:11:55,3727,15.96,pavimento
16:11:55,3728,15.78,pavimento
16:11:55,3729,3.867,pavimento
16:11:55,3730,0.893,pavimento
16:11:55,3731,4.498,pavimento
16:11:55,3732,11.59,pavimento
16:11:55,3733,2.056,pavimento
16:11:55,3734,5.262,pavimento
16:11:56,3735,8.105,pavimento
16:11:56,3736,10.06,pavimento
16:11:56,3737,15.04,pavimento
16:11:56,3738,6.748,pavimento
16:11:56,3739,8.328,pavimento
16:11:56,3740,13.95,pavimento
16:11:56,3741,3.886,pavimento
16:11:56,3742,21.56,pavimento
16:11:56,3743,10.9,pavimento
16:11:56,3744,16.28,pavimento
16:11:56,3745,11.25,pavimento
16:11:56,3746,7.304,pavimento
16:11:56,3747,17.03,pavimento
16:11:56,3748,7.405,pavimento
16:11:56,3749,4.646,pavimento
16:11:56,3750,15.2,pavimento
16:11:56,3751,7.533,pavimento
16:11:56,3752,15.95,pavimento
16:11:56,3753,11.77,pavimento
16:11:57,3754,7.735,pavimento
16:11:57,3755,3.792,pavimento
16:11:57,3756,7.353,pavimento
16:11:57,3757,13.01,pavimento
16:11:58,3758,11.16,pavimento
16:11:58,3759,6.199,pavimento
16:11:58,3760,16.14,pavimento
16:11:58,3761,14.48,pavimento
16:11:58,3762,8.904,pavimento
16:11:58,3763,1.856,pavimento
16:11:58,3764,8.459,pavimento
16:11:58,3765,14.79,pavimento
16:11:58,3766,14.96,pavimento
16:11:58,3767,17.46,pavimento
16:11:58,3768,6.324,pavimento
16:11:58,3769,9.58,pavimento
16:11:58,3770,10.65,pavimento
16:11:58,3771,7.654,pavimento
16:11:58,3772,5.104,pavimento
16:11:58,3773,5.437,pavimento
16:11:59,3774,23.33,pavimento
16:11:59,3775,12.31,pavimento
16:11:59,3776,16.35,pavimento
16:11:59,3777,14.46,pavimento
16:11:59,3778,10.63,pavimento
16:11:59,3779,16.84,pavimento
16:11:59,3780,23.56,pavimento
16:11:59,3781,9.035,pavimento
16:11:59,3782,13.38,pavimento
16:11:59,3783,14.42,pavimento
16:11:59,3784,7.377,pavimento
16:11:59,3785,17.29,pavimento
16:11:59,3786,9.583,pavimento
16:11:59,3787,13.84,pavimento
16:11:59,3788,4.731,pavimento
16:11:59,3789,5.518,pavimento
16:11:59,3790,3.402,pavimento
16:11:59,3791,8.124,pavimento
16:11:59,3792,1.352,pavimento
16:11:59,3793,3.781,pavimento
16:12:00,3794,8.047,pavimento
16:12:00,3795,15.38,pavimento
16:12:00,3796,6.822,pavimento
16:12:00,3797,6.876,pavimento
16:12:00,3798,8.469,pavimento
16:12:00,3799,7.114,pavimento
16:12:00,3800,8.755,pavimento
16:12:00,3801,9.885,pavimento
16:12:00,3802,6.427,pavimento
16:12:01,3803,6.235,pavimento
16:12:01,3804,6.924,pavimento
16:12:01,3805,7.084,pavimento
16:12:01,3806,6.369,pavimento
16:12:01,3807,9.871,pavimento
16:12:01,3808,11.63,pavimento
16:12:01,3809,7.265,pavimento
16:12:01,3810,8.102,pavimento
16:12:01,3811,5.413,pavimento
16:12:01,3812,7.774,pavimento
16:12:01,3813,7.199,pavimento
16:12:01,3814,7.316,pavimento
16:12:01,3815,7.848,pavimento
16:12:02,3816,7.413,pavimento
16:12:02,3817,4.988,pavimento
16:12:03,3818,10.08,pavimento
16:12:03,3819,7.224,pavimento
16:12:03,3820,6.396,pavimento
16:12:03,3821,7.342,pavimento
16:12:03,3822,7.115,pavimento
16:12:03,3823,7.691,pavimento
16:12:03,3824,7.525,pavimento
16:12:03,3825,11.36,pavimento
16:12:03,3826,13.78,pavimento
16:12:03,3827,10.16,pavimento
16:12:03,3828,5.942,pavimento
16:12:03,3829,15.61,pavimento
16:12:03,3830,10.11,pavimento
16:12:03,3831,7.76,pavimento
16:12:03,3832,7.802,pavimento
16:12:03,3833,7.365,pavimento
16:12:03,3834,7.434,pavimento
16:12:03,3835,8.046,pavimento
16:12:03,3836,11.05,pavimento
16:12:04,3837,10,pavimento
16:12:04,3838,11.39,pavimento
16:12:04,3839,4.204,pavimento
16:12:04,3840,8.863,pavimento
16:12:04,3841,6.772,pavimento
16:12:04,3842,9.336,pavimento
16:12:04,3843,7.366,pavimento
16:12:04,3844,7.873,pavimento
16:12:04,3845,10.95,pavimento
16:12:04,3846,8.071,pavimento
16:12:04,3847,5.4,pavimento
16:12:04,3848,8.243,pavimento
16:12:04,3849,4.547,pavimento
16:12:04,3850,5.847,pavimento
16:12:04,3851,5.493,pavimento
16:12:04,3852,9.026,pavimento
16:12:04,3853,7.429,pavimento
16:12:04,3854,7.446,pavimento
16:12:04,3855,7.174,pavimento
16:12:04,3856,7.137,pavimento
16:12:06,3857,7.466,pavimento
16:12:06,3858,6.857,pavimento
16:12:06,3859,11.9,pavimento
16:12:06,3860,11.46,pavimento
16:12:06,3861,8.108,pavimento
16:12:06,3862,11.61,pavimento
16:12:06,3863,8.44,pavimento
16:12:06,3864,9.288,pavimento
16:12:06,3865,7.8,pavimento
16:12:06,3866,7.213,pavimento
16:12:06,3867,7.893,pavimento
16:12:06,3868,8.205,pavimento
16:12:06,3869,7.325,pavimento
16:12:06,3870,7.341,pavimento
16:12:06,3871,7.436,pavimento
16:12:06,3872,9.527,pavimento
16:12:06,3873,9.143,pavimento
16:12:06,3874,7.562,pavimento
16:12:06,3875,9.075,pavimento
16:12:06,3876,4.127,pavimento
16:12:06,3877,8.432,pavimento
16:12:06,3878,6.991,pavimento
16:12:07,3879,8.224,pavimento
16:12:07,3880,7.007,pavimento
16:12:07,3881,7.736,pavimento
16:12:07,3882,7.525,pavimento
16:12:07,3883,7.38,pavimento
16:12:07,3884,6.752,pavimento
16:12:07,3885,4.607,pavimento
16:12:07,3886,12.96,pavimento
16:12:07,3887,5.624,pavimento
16:12:07,3888,7.227,pavimento
16:12:07,3889,8.528,pavimento
16:12:07,3890,7.528,pavimento
16:12:08,3891,7.539,pavimento
16:12:08,3892,7.675,pavimento
16:12:08,3893,7.631,pavimento
16:12:08,3894,7.107,pavimento
16:12:08,3895,8.472,pavimento
16:12:08,3896,8.389,pavimento
16:12:08,3897,3.739,pavimento
16:12:08,3898,6.641,pavimento
16:12:08,3899,3.68,pavimento
16:12:08,3900,11.21,pavimento
16:12:08,3901,7.686,pavimento
16:12:08,3902,8.682,pavimento
16:12:08,3903,7.32,pavimento
16:12:08,3904,11.76,pavimento
16:12:08,3905,6.82,pavimento
16:12:09,3906,7.381,pavimento
16:12:09,3907,7.958,pavimento
16:12:09,3908,9.434,pavimento
16:12:09,3909,13.71,pavimento
16:12:09,3910,1.219,pavimento
16:12:09,3911,5.222,pavimento
16:12:09,3912,3.988,pavimento
16:12:09,3913,6.67,pavimento
16:12:09,3914,8.412,pavimento
16:12:09,3915,7.776,pavimento
16:12:09,3916,6.495,pavimento
16:12:09,3917,7.519,pavimento
16:12:09,3918,7.089,pavimento
16:12:09,3919,7.059,pavimento
16:12:09,3920,10.15,pavimento
16:12:09,3921,1.942,pavimento
16:12:09,3922,14.84,pavimento
16:12:09,3923,7.654,pavimento
16:12:09,3924,7.705,pavimento
16:12:10,3925,6.66,pavimento
16:12:10,3926,7.173,pavimento
16:12:10,3927,7.565,pavimento
16:12:11,3928,7.329,pavimento
16:12:11,3929,7.084,pavimento
16:12:11,3930,8.171,pavimento
16:12:11,3931,8.57,pavimento
16:12:11,3932,7.05,pavimento
16:12:11,3933,7.692,pavimento
16:12:11,3934,2.79,pavimento
16:12:11,3935,7.049,pavimento
16:12:11,3936,5.135,pavimento
16:12:11,3937,7.902,pavimento
16:12:11,3938,7.693,pavimento
16:12:11,3939,7.807,pavimento
16:12:11,3940,7.597,pavimento
16:12:11,3941,8.997,pavimento
16:12:11,3942,8.318,pavimento
16:12:11,3943,8.344,pavimento
16:12:11,3944,5.885,pavimento
16:12:11,3945,8.752,pavimento
16:12:11,3946,5.061,pavimento
16:12:11,3947,16.98,pavimento
16:12:11,3948,8.085,pavimento
16:12:11,3949,6.841,pavimento
16:12:12,3950,7.748,pavimento
16:12:12,3951,7.487,pavimento
16:12:12,3952,7.48,pavimento
16:12:12,3953,7.365,pavimento
16:12:12,3954,8.347,pavimento
16:12:13,3955,7.014,pavimento
16:12:13,3956,7.261,pavimento
16:12:13,3957,8.178,pavimento
16:12:13,3958,9.995,pavimento
16:12:13,3959,6.342,pavimento
16:12:13,3960,12.27,pavimento
16:12:13,3961,6.562,pavimento
16:12:13,3962,8.383,pavimento
16:12:13,3963,1.181,pavimento
16:12:13,3964,13.02,pavimento
16:12:13,3965,6.454,pavimento
16:12:13,3966,2.393,pavimento
16:12:14,3967,6.014,pavimento
16:12:14,3968,7.005,pavimento
16:12:14,3969,4.453,pavimento
16:12:14,3970,6.544,pavimento
16:12:14,3971,7.315,pavimento
16:12:14,3972,7.834,pavimento
16:12:14,3973,7.233,pavimento
16:12:14,3974,8.101,pavimento
16:12:14,3975,7.659,pavimento
16:12:14,3976,7.196,pavimento
16:12:14,3977,6.079,pavimento
16:12:14,3978,6.245,pavimento
16:12:14,3979,6.935,pavimento
16:12:14,3980,6.031,pavimento
16:12:14,3981,6.877,pavimento
16:12:14,3982,7.549,pavimento
16:12:15,3983,8.296,pavimento
16:12:15,3984,7.048,pavimento
16:12:15,3985,6.991,pavimento
16:12:15,3986,7.354,pavimento
16:12:15,3987,7.69,pavimento
16:12:15,3988,11.52,pavimento
16:12:15,3989,7.13,pavimento
16:12:15,3990,5.283,pavimento
16:12:15,3991,8.122,pavimento
16:12:16,3992,7.336,pavimento
16:12:16,3993,7.785,pavimento
16:12:16,3994,8.095,pavimento
16:12:16,3995,7.068,pavimento
16:12:16,3996,7.753,pavimento
16:12:16,3997,7.386,pavimento
16:12:16,3998,7.674,pavimento
16:12:16,3999,6.196,pavimento
16:12:16,4000,14.24,pavimento
16:12:16,4001,8.562,pavimento
16:12:16,4002,6.388,pavimento
16:12:16,4003,6.254,pavimento
16:12:16,4004,6.826,pavimento
16:12:16,4005,15.6,pavimento
16:12:16,4006,8.955,pavimento
16:12:16,4007,5.833,pavimento
16:12:17,4008,7.862,pavimento
16:12:17,4009,7.336,pavimento
16:12:17,4010,7.171,pavimento
16:12:17,4011,7.323,pavimento
16:12:17,4012,7.176,pavimento
16:12:17,4013,7.448,pavimento
16:12:17,4014,8.546,pavimento
16:12:17,4015,3.567,pavimento
16:12:17,4016,9.42,pavimento
16:12:17,4017,8.465,pavimento
16:12:17,4018,6.763,pavimento
16:12:18,4019,6.866,pavimento
16:12:18,4020,6.948,pavimento
16:12:18,4021,6.966,pavimento
16:12:18,4022,8.72,pavimento
16:12:18,4023,7.833,pavimento
16:12:18,4024,8.234,pavimento
16:12:18,4025,8.38,pavimento
16:12:18,4026,8.143,pavimento
16:12:18,4027,14.27,pavimento
16:12:18,4028,8.459,pavimento
16:12:18,4029,11.97,pavimento
16:12:18,4030,4.733,pavimento
16:12:18,4031,8.075,pavimento
16:12:18,4032,8.958,pavimento
16:12:18,4033,6.143,pavimento
16:12:18,4034,7.78,pavimento
16:12:18,4035,7.55,pavimento
16:12:18,4036,10.14,pavimento
16:12:18,4037,10.69,pavimento
16:12:18,4038,7.019,pavimento
16:12:18,4039,7.943,pavimento
16:12:22,4040,5.685,pavimento
16:12:22,4041,10.29,pavimento
16:12:22,4042,7.771,pavimento
16:12:22,4043,5.378,pavimento
16:12:22,4044,7.295,pavimento
16:12:22,4045,8.373,pavimento
16:12:22,4046,7.343,pavimento
16:12:22,4047,8.447,pavimento
16:12:22,4048,12.09,pavimento
16:12:22,4049,8.104,pavimento
16:12:22,4050,8.632,pavimento
16:12:22,4051,7.731,pavimento
16:12:22,4052,4.991,pavimento
16:12:22,4053,5.176,pavimento
16:12:22,4054,7.999,pavimento
16:12:22,4055,10.72,pavimento
16:12:22,4056,11.74,pavimento
16:12:22,4057,10.53,pavimento
16:12:22,4058,8.4,pavimento
16:12:22,4059,6.784,pavimento
16:12:22,4060,6.185,pavimento
16:12:22,4061,7.218,pavimento
16:12:22,4062,8.635,pavimento
16:12:23,4063,7.13,pavimento
16:12:23,4064,7.42,pavimento
16:12:23,4065,7.884,pavimento
16:12:23,4066,7.024,pavimento
16:12:23,4067,3.491,pavimento
16:12:23,4068,12.28,pavimento
16:12:23,4069,16.88,pavimento
16:12:23,4070,2.782,pavimento
16:12:23,4071,9.637,pavimento
16:12:23,4072,7.113,pavimento
16:12:23,4073,6.644,pavimento
16:12:23,4074,8.926,pavimento
16:12:23,4075,8.031,pavimento
16:12:23,4076,8.347,pavimento
